revId,revRating,revDate,revText
gDGRx2BsoOweaHLV18mO5g,4,2019-09-13 07:49:31,"In DC there's often little time for long lunch hours. I recommend making a reservation for one of their private rooms or in the central area.

I had the sea..."
1z4WkPQLYt4zy9u2hZwIKA,1,2016-07-09 10:29:18,"Small deli, kind of a dive.  Located in business building/area. Ordered a tuna sub which was small (4-4 inches) for $8. Fast service but that's because no..."
ZFiisHyHWAvOyWB_RpYRbg,3,2017-08-24 07:59:19,Nice place to live. Near major highways and DC. It's close to lower income apartments.
LO0F4u8VrvVr8tjcw3xoFQ,4,2018-06-15 13:22:49,"The Cheverly Community Center/Town Hall is where so much happens!  Whether it's the Cheverly Parents' Playgroup, Men's Over 30 Basketball, Boys & Girls Club..."
x77_albfJV1RCxpcWH-Eew,5,2019-07-22 17:34:28,Visiting DC and happened to be solo. Saw there was a $80 for $40 Groupon and this happened to be near my hotel. Came on a Monday night around 630pm. They...
chQzcNGPXmKWmA_S163YyA,5,2019-07-20 18:11:45,"What an experience! My son and I had a fantastic meal together, visiting from Canada. We started our evening with stellar service from a great waiter,..."
-Vu6MxQvtRN9a-6k8Pvyvg,1,2019-07-08 10:41:37,"July 2019.

Worst steak I've ever had. I hope Bobby's Groupon special gets him enough business so that he can go buy some salt to put on his flavorless..."
VZrLougsPtyDxS50-yG61g,5,2019-05-17 10:09:11,"Absolutely great place to have excellent food, excellent service and conduct business meetings. Special thank you to Derek for being an excellent job of..."
-NzX8v31mX6v2RxN9oeQrg,3,2019-09-19 14:29:37,I had a nice meal here with a few friends.  Food was tasty and the service was excellent -- share the rack of wild boar and the snapper (a bit tough) with...
F5El5vDxw0bk6CAwROLTYA,4,2019-09-25 18:22:02,We enjoyed our breakfast at Jardenea. But more than the food was the service. We felt cared for as we were facing some of the most difficult times in our...
TNFMBjw4Vbu2yF7KqyOS7w,5,2019-07-28 10:01:30,"I went there last night, and absolutely loved the food and service! Super kind folks. Tasty chicken and cabbage and lentils, and really good cake. I'll go..."
tOpSi8qNPN-Wa8GSFnbrdQ,4,2018-08-11 15:24:29,"This place is a short walk from Howard directly across the street from basketball courts inside of a neighborhood park. 

The Sambusa (singular, only one..."
DH7_YV4Wku5mI5PjppiQgw,4,2019-10-06 14:04:27,Kokeb is a great place for an inexpensive meal! The menu is a little hit or miss as the items are not very well described. I recommend getting the platters...
A8_rzaTdZTLsusF5C42ATg,4,2019-06-16 11:55:03,"Delicious. If you want fish, they have many options for you to choose and they'll cook the fish you choose! French fries and the seafood soup is also amazing"
LsdUBmR62UOSDnnFEjgD6Q,5,2015-03-16 16:36:00,All fresh seafood the best oysters and very low prices compared to the other seafood places
MbGmViGrxHZcE08b2ALKsA,1,2019-09-26 11:30:20,"Sell food for quality? quantity? price value? Ruby Thai has either. as a food court eatery. cant be worse. 
By the way, if you really want to find a good..."
9K_Hhx8aQ_8_W8HYwhVqZQ,4,2017-06-08 09:37:38,"One of the better food court meals I've had in a long time. That's reason for extra half star. 

Had the shrimp pad Thai which I watched cooked to order in..."
TB5JDT4sTo0Lr4z1gZvxiQ,2,2018-08-22 07:00:29,I'm starting my 10 reviews or less series.  These are restaurants that have had 10 or less reviews.  Ruby Thai Kitchen in Wheaton Mall happens to have...
dBQEfV9K4GcYr-ysTj4_IA,5,2019-11-09 17:52:50,This place is AMAZING. If I could give them more than 5 stars I would. I just ordered crab rangoons and the szechuan beef and its the best I've had in a...
pbXp9GymLFzWSGn5i0HFyg,5,2019-11-03 15:41:32,"5 stars for value, cleanliness and customer service
I live in DC but was visiting friends in Beltsville and went to the Mandarin based on Yelp..."
I2qLx5KMaeDiN6cG3VeySg,5,2019-11-07 13:28:35,New to the are and wanting good Chines food. Mandarin Delight did not disappoint. Order take away and the arrived well with the stated timeframe. The food...
Z8gXkMpubEa-fIZlpFsGSA,5,2019-10-24 20:49:08,"When Im hungry, Im grouchy lol. 
So after reading rave reviews from Yelpers and Yelp friends,  I had to stop here. This was one of the rare occassions that..."
XCee5KVXd-kGaUiG-2hPLw,5,2019-10-20 09:01:05,"Pros: Clean, great menu choices, friendly service and very good food.

Cons: None.

First time here, my wife I stopped in on our way home from a crummy..."
yfn9yxGXum5ZXZ2XPGsj0g,5,2018-12-13 18:17:44,"The rum cake is sooooooooo addictive here!!! Must try! Loved it so much, I took some to go!

Ok and now onto the meal lol.  I really enjoyed their chicken,..."
fSo0CrNzz0a2CylCJoJnBQ,5,2019-11-05 11:02:59,Came here with a friend for restaurant week over the summer. It is a great restaurant to go to with work colleagues or anything pertaining to business as...
sx-8V2L_-0I-hdzJntkUXg,5,2019-09-28 19:17:25,"Obsessed! From the second I walked into this restaurant, I knew it was love at first sight. Where do I even begin? The bar area was classy, swanky, sexy,..."
IQUsyaiaXQ6NOQtCj_v-yg,5,2019-08-11 12:10:13,"I've lived DC a long time but never had the pleasure of dining at Charlie Palmer Steak. Finally, this weekend I had the pleasure of coming in for dinner..."
I2FJaA3vPDMOmcLBZmQoEA,5,2019-10-27 03:54:28,Loved every bit of my experience at La Puerta Verde. We strolled in on a Saturday night around 8 something. The place wasn't pack but there patrons...
Gk9c8EfZ8WPGcv3X-98jdQ,2,2019-11-09 12:27:29,"I really like La Puerta Verde a lot. It's a reasonably be priced spot in Ivy City with good food and drinks, friendly staff, and a weekend happy hour...."
JLFNuWroX46sPYLaUk0oOQ,1,2019-10-22 05:17:15,"Short version: Can't comment on food; Cocktails were OK; Manager was horribly rude. 

What an unfortunate and sour experience we had here tonight! We were..."
p7VGjRgjmH-kubpt9VdC3w,5,2018-10-15 10:34:50,I'm still mad that they closed early on that Sunday but damn if the Ledo Stromboli didn't make up for it. I don't think there's anything better on the...
GR1BpmGeDvrY79aOn6KDdw,2,2019-05-14 18:07:44,"The cashier was nice - that's the only good thing i have to say about this particular Ledo's. Haven't been to this Ledo's in years, but decided to pick up a..."
D6-DMwnQXzE-FUyXgcJC2Q,1,2018-12-24 15:30:31,Just made a phone call to this location. I called a few times when they finally picked up they left it off the hook so i waited thinking maybe they were...
WwtBKDU8DNVhbL75ip8LPA,5,2019-09-01 12:02:54,This is a go to place for high volume pan dulce. It's useful to have an idea of what you want before you go in as it's always bustling with folks picking up...
0kdH0Gu-UBMEXVemFNf0LA,5,2019-08-12 08:23:23,Best bakery! A wide range of baked goods and the best part they sell yuca and Mexican sandwiches. Fresh baked goods.
MFnAk6k2dAKu2BFPZwnnTA,3,2018-06-03 12:06:09,"I drove by this store today and saw that it was torn down! There is nothing but a crater in the ground where the store use to be. Does anyone know 

What..."
JC2Vr9pIXCJraN19uouxkA,2,2019-04-02 08:36:01,"I stopped to this Dunkin donuts because it was a 24 hour Dunkin . I ordered my usual which is coffee cream mocha no sugar, But they put sugar in my coffee I..."
i4yt6uGoyF9ZK2YH79bp-Q,4,2018-09-29 20:51:54,"This review is for the Baskin Robbins section of the Dunkin Donuts in Hyattsville Maryland. Less than 12 hours ago, my husband and I got some desserts from..."
ED1zT8zsUTiQXrk67dsGxg,5,2018-10-21 15:39:23,"I love this place. Great customer service 
Quick friendly service from a young lady named Georgia. Will continue to visit this location."
03vmPj-J-ZCoh1a4nuLzFw,4,2014-07-26 14:45:42,"Wheaton Triangle is really just a gathering place, but what the Wheaton Chamber of Commerce does with it makes it hip and happening.

Once a year the Taste..."
HzZVpvaDcL1Xzo22J3pJMA,5,2018-08-18 12:56:05,I love the wheaton Triangle area for its wonderful restaurants and shopping areas . I only get out there during my times away from work to do some excursion...
tRh1Hdt01XZVfIteRfxGdQ,5,2015-06-10 07:25:51,"Great outdoor area to enjoy some good music and meet new people. 
I love that they have ""Taste of Wheaton"" every year and it gets better and better every..."
lfRPGkZtm5beInDHbIzfkg,2,2012-09-18 09:48:32,The Crossroads used to be the place to go for Caribbean music years ago...but not now.  This place needs a complete overhaul and a new name.  It is a pretty...
pamgxA36H1xFMnpsJrZhYw,1,2011-03-17 14:19:43,"I LOVE the reggae side, but two crucial things:

1) The girl I was with FORCED me over to the hip hop side. Love the genre, not the people. Guys were EXTRA..."
xdUfUUqMEE-bmd4yLqw-8g,2,2011-01-04 09:17:49,"If I rated this place in 2005 I would've given it 5 stars, but it has definitely fallen off in the past few years. When I started coming here in 2005 it was..."
hBhk0CDnwWv8wySprYiF5Q,5,2019-11-09 18:29:37,Absolutely loved everything about The Hamilton! I'm not from this area but please make sure you make a reservation before you go...this place gets packed....
yHmJAvMDAE8Jm5n8eLZEXQ,3,2019-11-10 13:45:06,Came here for date night. I've been to this restaurant many times and overall the service is always exceptional. Our serve was knowledgeable and extremely...
TvKzw5gNT7u48Vzsatxzaw,4,2019-10-26 10:51:44,"My wife and I came in at lunch time.  Wait was less than ten min.  We ordered the salmon and the cheeseburger.  The waitress was helpful, pleasant and very..."
-5jeqBifOQSiEMXpCTfHGQ,5,2019-10-19 16:31:22,"I took the self-guided tour for $25. Kinda pricey, so I was determined to find the most doors I could.

This place is a combination of thrift shop, museum,..."
mYe3P4I0OWzlrek75-eaAQ,5,2019-07-21 17:56:30,Very cool place. Definitely warrants a return visit. My mom and I went today and were very pleased with our experience. The staff is a mix of super-friendly...
qaPu0wsmK5V6fIytyB7I5Q,4,2019-06-23 11:36:22,"4 stars for a hidden DC gem.

While DC has more museums than pretty much anywhere else in the world, sometimes you want to try something a little different...."
6vG_6ToOl7KUZeCrejf92g,4,2019-11-10 07:38:51,Came here Friday night with my girlfriend. There was only one seat open at the bar however the manager was great and told us they would keep an eye out for...
3jNxPMn9-SBfFYioN5CWVA,4,2019-10-27 14:15:40,The ambiance and service for brunch was great. It has a classic/laid back pub feel. We didn't have a reservation and they accommodated our party with a walk...
yjKyvqAA7lAz7hLCX3hvSw,1,2019-10-19 06:23:18,"Walked out of here still starving with a $90 bill and all I had was two extremely small plates of tapas, and donut, and a couple of drinks.


The food was..."
G3KdmnWmJH5sa8IMDpqCYw,3,2018-06-04 10:43:45,"This review is solely on the cafeteria portion of this business 

I'm so mad that I cannot, in good conscience, give this place more than 3 stars...

The..."
5SeX5uLsDz-dUIBVHdB1Eg,4,2016-03-21 18:37:10,"Really tasty, soft and sweet bread! I got four big pieces of sweet bread for $3.

This place is right next to the El Dorado Carryout."
HqDUJXSCkpadGGe1MaBmCQ,1,2013-10-03 12:09:24,Food was horrible and the waitress was rude. I got the bistec encebollado but it lacked flavor. Everything required salt for it to be good. I didn't finish...
qMaxHNcoY_LvJZnma21YAQ,4,2019-09-12 21:09:54,"Me and my dad came here for lunch and ordered the lunch combo (includes an app from a selection of choices, a soda or iced tea, and a meal from a selection..."
18mAFaaAWbeAZoLMpjMhDA,2,2019-10-27 09:34:49,"Ordered the Chicken Thai Noodle Soup.  Struggled to find bean sprouts in it. When I asked for extra, was told that it would be $3 more. I found that..."
dhoZrVdumbTooqRq-iSpnQ,3,2019-09-13 03:07:12,Tasty dinner option in downtown Silver Spring.  It is top floor overlooking a main square (w elevator access).  The inside decor adds to the experience....
FuAa1T1EbK-bGA78G628_A,5,2017-11-27 03:20:26,"This was our first time to taste ethiopian food.
Nice place to visit!

Tastes were nice. We ordered 1 appetizers, 2 main dishes （one was combo）and desert..."
PEHElB0i6L4-67yhmkkNSQ,5,2019-05-06 16:12:40,Best Ethiopian food in town. Family owned and they treat you like family....go next door and pick up your beer and wine!!!
BaUaKICWPaAmX0cq4ZKjHw,4,2017-10-11 19:25:06,I have been going here for years. They have a really good menu. The customer service is great. I enjoy the preparation and quality of food they serve. The...
nfVBTC6EZnzwrshglIA5bg,5,2019-10-21 14:35:33,"I came here for brunch with a group of friends on a Saturday at 2. Be aware that for large groups, everyone in your party must be present before seating...."
Sdz_ou9FC-IO4k48DzQVfQ,3,2019-10-31 08:28:13,"On Wednesday night, my boyfriend and I decided to get dinner at P14 around 7:30pm. A hostess greeted us and immediately sat us down at a nice table in the..."
4FJQqgLznAGS3gz9cKXyOg,3,2019-10-22 16:36:45,"Ambiance- 
Had brunch with my girlfriends on a Sunday raimorning. They mentioned to me over the phone that they don't seat incomplete parties so I made sure..."
Lbe7cFiSQYYdfK_az9ma7w,1,2019-09-04 11:12:07,Sad to say all the reviews are correct. Service is beyond slow. Seems like employees catch attitudes for their own service. No reason drive thru wait is...
5B4ki00xM5xJgrQ6dQsj3g,1,2019-06-02 13:34:44,The whole purpose of a drive thru is to get your food quickly without leaving your car. There is no reason why I should be putting my car in park in a drive...
TlM5F-A30MFI0MfKd97PcQ,1,2019-05-27 17:09:01,"THEY NEED TO CLOSE THIS PLACE DOWN!! It's almost like something out of a sitcom. We spent 20 min in the indoor line, then were told that they needed a..."
bxIyM5JtUKLLuKVQTXJEPw,5,2019-09-22 20:27:56,"The place is very clean and pretty up-to-date style, service is quick and staff are friendly.

The food itself is alright defintly not bad but I wouldn't..."
ylf0_p-xCkvWP685kbS0-g,3,2019-10-08 10:24:57,"Their meatballs are my favorite. That gravy goes well with my fries. Though, you have to request for fresh fries otherwise they are mushy and not edible...."
hPPWRQiCbam6F7raNEIqUw,3,2019-08-30 05:09:26,We came to IKEA on a Thursday night and got carry out.  It was not too crowded.  We ordered the meatballs entree for $5.99 and salmon filet entree for...
9SrPlRqdxSkP2dWUaQAlUg,4,2019-10-07 19:59:10,"Where in DC can you find a ""regular"" place to eat?  When I say regular, I mean a non-chain that is not expensive or singularly ethnic. I mean a place where..."
hqYFSpo-X1AlS4owpcoOZQ,5,2019-10-28 12:06:07,Stopped in for a quick to go snack during a bar crawl. I ordered the mozzarella sticks. They came out pretty quick less than five minutes. They were pretty...
x4IdcKBLanVom8TLoaiMiw,2,2019-10-16 21:36:25,"Was an alright spot. I got a ""Belgium"" waffle. I'm tired of spots calling them ""Belgium""... Anyways, I can go on a rant about that HOWEVER, the waffle was..."
10RoY7gHpkpIIn9oGvmtYg,4,2019-05-21 18:37:58,"I'm in this area a handful of times each year for work. As others have stated, there is nothing life-changing about this joint; however, it's been my..."
AgKpNCk0vujBQArm4tAj9g,5,2019-09-25 22:23:52,I wonder how many times I have to order from them to get an item named after me. I'm pretty sure I've tried everything on their menu and I've never been...
OKCAM0aB2qI4H_57ZnoAUg,1,2019-04-08 06:52:41,The food is so bad it disrespects the entire concept of food. The people running this simply DO NOT CARE AT ALL. Not about you. Not about their ingredients....
DzkEzX3qwYSXSuKhZMPBhQ,5,2019-11-11 08:39:04,"Ok, so we first came down a few years back for a date night but they did not offer reservations then. Well fast fwd to this year, they finally have..."
TAd_Vxkvl6-GzSsLd43t5g,3,2019-11-13 19:57:40,"This was woefully overrated/not worth the wait. We showed up around 5 pm on a Monday, and there were about three people in line. We decided to get a drink..."
bTJ1AIFZKsJFN35gnuTBgg,2,2019-11-07 19:12:35,I have to agree with a lot of the previous reviewers. This restaurant has been on my list of go to places the next time I came to DC. Everything was...
XAl26oNzedMOssCJ02mLXQ,5,2019-11-01 17:07:42,Seeing the Declaration of Independence Was on my top 3 things to do in Washington DC. It would've been cool to take a picture of the original document but I...
eCp5MyodjXXJl7SqSpHKuA,5,2019-09-30 22:37:55,"First stop during my trip to Washington D.C. and I left feeling more American than I ever have in my life.  Having grown up in Hawai'i, I've always felt..."
NDmHqGI7at6QxUmgBcO5pw,5,2019-09-12 18:46:52,"Magna Carta. Declaration on Independence. Bill of Rights. 

and...

THE FREAKING UNITED STATES CONSTITUTION!!!!


If you don't somehow find yourself here..."
XZDG3PKzkQhRnIxgxrarqA,5,2019-10-26 19:22:11,"Review #1100

Tiki bars are perfect in the heat of summer or the freezing cold of winter. Archipelago has a great happy hour but is worth the stop for full..."
IlSPc0nJOpCRITLNPo-hsg,4,2019-09-25 18:50:39,"Pleasantly surprised. Cool vibes, good service and tasty tasty food. 

You walk in and feel like you're not on u street. The vibe is odd and exciting and..."
X0HG5JugcTqf4VTQpud9bg,5,2019-07-14 07:11:36,"**Happy Hour Review**

A fun tiki getaway in the neighborhood! I came for happy hour, but ordered from their full menu too because I couldn't help myself...."
9UVQCUpUq1WCpO7Jpoa43w,1,2016-05-21 17:04:23,"The 7-11 at 3737 Hamilton Street, Hyattsville, MD

This 7-11 has a SERIOUS rat infestation.  I worry about the neighbors and the children who frequent this..."
3ge7QNxR-DB06uPv49uIxg,1,2016-10-03 16:58:14,Terrible!  The female manager is rotten!  Very mean!  The staff stands around talking in a foreign language & make you wait. The worst 7-11 ever!!!
TUDtpo4xAt7LgmBgYDTBJQ,1,2017-12-25 22:54:06,The late night female cashier was deeply disrespectful. There was an item that was ringing in more than the tag said and she went through several trials of...
z45T1upaaErybfNvN_qepA,2,2019-07-11 11:51:07,"Really slow service , was not that busy there was four people that ordered behind me got there food before me."
1Wd_1TiK91_x6pZiHVnNUg,2,2019-01-03 14:11:59,"Terrible customer service, sloppy dressed staff, and slow as hell... both inside & the drive through! Oh and save your change for the panhandlers that will..."
kIogYKxvtAGDn0v9nF-Ssg,1,2018-11-28 14:00:37,Only 1 Star because I could not give 0 stars!!DISGUSTING!!! Not sure why they are even open!! The restaurant was NASTY!!! Panhandlers inside begging for...
QTg6HuD_R9wTcH2O7Onbfg,5,2019-11-16 13:26:25,My husband is from Memphis so by default I know I don't play around when it comes to my ribs. It was a lazy Friday night so I decided to Google ribs or...
DWSElu_kZWgaLM3qQfi1_Q,4,2019-11-10 18:28:23,"I wanted to visit this place since I noticed the few but high scores on Yelp when I was looking for places to go. I love smoked meats, and there was a..."
bKVAdIhfxCZ_47hcj1HWWA,5,2019-09-12 17:47:51,"This place is awesome. I've had 80% of the menu and everything they serve is amazing. 

The salmon is especially good as is the seafood Mac n cheese...."
UfUTjvI713Sxe4HNizOd6A,5,2019-08-15 09:13:11,"Went here for an anniversary dinner that also coincided with Restaurant Week. The RW deal saved a few bucks, but you can still do really well here for under..."
8HWgClnboACKxEcVGNl0Lg,3,2019-11-07 19:22:48,"High expectations were not fulfilled with Hazel.

I had seen Hazel appear on Eater and Michelin Bib Gourmand lists, so I was expecting delight and finesse...."
mmCNuiF4r5fUJlw1ZZPOMw,1,2019-11-02 16:33:06,"I was incredibly disappointed by this meal I had this place on my radar for a while so I didn't expect it to be this bad.

when I arrived I was informed..."
WoJkF_7r8PW5qsirGqTehQ,5,2018-07-18 16:39:45,"They make it quick, and it's good. People on here are complaining about the lady in the front, but I think she's great. Yeah, okay, shes a little quick and..."
Orad6RlIMh6tRp7PKANrug,1,2019-09-24 18:54:05,"I live less than 4 miles down 216 from this place. We used to order delivery all the time. While people skills were never their strong suit, I would put up..."
roC0Vm-vhthNrubbRXe8yA,1,2019-04-07 09:26:47,"Just like others have described here, the woman at the front is extremely rude. This is only the second and the last time that I will ever order from here,..."
pIZqYdz__VO7FpPz1-yC8A,2,2019-01-04 19:23:49,"It's just okay, not the best sushi but it's convenient. I had the crispy tempura roll and it was just too many flavors going on at once. The crispy onions..."
pWzIieDHvZGRi3BaUbWosQ,1,2019-07-10 00:45:43,So...Got the Shrimp Tempura Crunch. Just made extra fresh she says. I I'm like ok thanks I'll take it. Horrible choice. Really 2 pieces with shrimp. The...
6KP1iGs5MVARLI9ThLchsQ,4,2019-10-07 23:35:34,"Delicious, well-seasoned chicken. Nice toothsome yucca fries too. Stick to these basics and you'll be happy. There's other stuff on the menu, but chicken..."
V004bN5Ji9xIo9grX5q2qw,1,2019-01-16 17:58:24,Worst chicken ever!!  I went there to get dinner for my kids everything was ok the lady said I have to wait 10 min for my chicken since I was getting 20...
VpRdliZVuBeChYK5DfNsdQ,5,2019-10-16 10:30:58,"Still like this place!  Went the week before last, w/ probably go this weekend, as well.  Service is VERY fast and friendly, almost quicker than a fast food..."
Icypdq34_EJ_oWeWdiqcPw,2,2018-05-26 09:24:31,This place was recommended by a friend. She swore their tres leches cake was the best in the area. Their cake was average at best. It had too much frosting...
kqu6tUacnxDlFnfyFg-v1A,4,2019-03-02 17:56:47,Pretty good Latino bakery with all the usual favorites available. You could still get a decent selection later in the day as they continue to restock with...
ZJor3muaNAnhiIv4bEMI-Q,5,2018-06-03 15:09:02,"Great tamales and pupusas! A little rusty with my Spanish, but the staff was very patient."
k3SdcSy2pI5swAueWvTSUA,4,2019-09-06 11:41:25,The Sarku locations at the malls seem to do a better job since they are usually more highly trafficked. The teriyaki chicken at this spot seemed a bit...
Pg6RqlTmdVx4jDX1Jnq5kA,3,2019-03-07 19:34:34,"Not too bad for a fast food place. I usually get the teriyaki chicken bento box, and for a decent price you get a lot of variety. You get rice (I pick fried..."
x7B2Z8KHkP7E3IK6x_3xNg,5,2019-06-28 17:35:58,"I didn't have high expectations but I'm glad I went anyway! I got the beef bento box with noodles and for $10 you get every penny you pay! There was beef,..."
tIbFEIKvi0PCIYWcfd_8Ag,5,2019-07-03 04:38:20,"I was skeptical about This place , gave it a chance and let me tell you I was worth it ! Flavors all over !! And the choices for me where enough ! I'm glad..."
FrHDXl4OxzkWVRNYW0CweQ,4,2019-05-18 14:46:26,"I love getting to make my own choices, but I can be so indecisive. I love purple rice. Does it taste different than white?  I can't really say because of..."
TjqkkmbrCAkPeWHEzjGGfg,4,2019-10-23 15:36:59,"BIbibop Asian grill in Silver Spring is healthy,easy, convenient, the service is decent for fast food, and I'm always pleasantly satisfied with my order. I..."
Lhj5eO1NI1N1m0Adqc93vA,5,2019-09-13 10:13:46,found District falafel truck at frindship hight we had falafel platter with feta cheese and Harrisa spicy and some talziki sauce was yummy
LLzSG6z9ZsBWHbGlc0eMTw,3,2018-08-21 11:15:15,"District Falafel comes to my work for ""Food Truck Tuesday"" every once in a while. I love falafel, so I'm usually interested in this as a lunch option...."
VgZGM9OIQ6lUkTcSUMlb-w,3,2019-05-24 11:38:16,Decent food truck at the national mall. The man at the window was friendly and service was pretty fast. They do take credit cards. I was the only one in...
dQNE2fqhCieR1-tnxngegQ,5,2019-11-10 17:07:43,Looks like the same menu as the one in Georgetown but this location has A LOT more space. There's two large bars in the bottom and one on the top floor. I...
XFsnwH31mtHyxJuB3tgOpw,5,2019-10-19 15:11:59,"We've been visiting DC this week and came to Clyde's twice. Yes, it was that good! 

On our last visit we got the lobster.  It came with a small side of..."
QCxeqAJ5JdcJviSKiXqSkg,5,2019-10-16 16:32:58,"Hubs and I were in town for a long weekend.  We were wandering around Chinatown and started getting hungry.  Yelp to the rescue!
This is such a nice place...."
N5ZjPE4-ZOOEVtbFU0IlVQ,4,2019-07-19 04:26:43,"Choose this spot for a business meeting, and found it quite charming. Their Sidamo Morning Chai is very good - a well balanced lightly creamy and sweet..."
tLFahYIg5sa84itQb0Kp2w,1,2019-09-05 08:35:11,Walked in and the place is quite charming and quaint with neat little gift items. It was quiet and seemed to be a good place to work or chat with a friend....
3Gkme7jIhNanpzxLeivQsw,4,2018-07-02 15:05:51,"I had a meeting on a Friday morning in June 2018 at an office about a mile from this coffeeshop. Since I was really early, I decided to stop by here to grab..."
aBCXGPq47dDAOUw1bkUxcg,4,2019-06-15 09:40:12,I last was here years ago. So far back that I don't even remember when. But I found myself in Adams Morgan again after leaving another event sooner than...
XCV2OvN0F3QYPJzqVsH0xQ,2,2019-10-18 09:58:07,The people who are leaving high reviews for this restaurant must not be Nigerian or they don't know what authentic West African food should taste like. In...
fMOs1VVCD9gc2tF5M5RMdQ,1,2019-09-04 15:06:41,"Maaan this place has so much potential! BUT....they need HELP with staffing. There was 1 cook & 1 waiter that acted as bartender, host, cleaning tables,..."
KQrDGhmGaRTisNtcQjybBg,5,2019-07-07 20:26:55,There is no other place within 15 minutes of the capital beltway where you can hop on an antique trolley and go for a 20 minute spin.  If you think about...
xoBTiNVi4fWQb1aD4Tfilw,5,2018-08-12 14:55:48,The National Capital Trolley Museum has been operated for over 50 years in just about the same location. It predates the interstate and had to move so the...
wz3eXCQjBNVSAQ2ORHNacA,3,2019-08-08 12:24:48,Took my 2 year old and infant. The 15 minute trolley ride was fun but not super kid friendly. (My toddler unfortunately had a tantrum on the trolley and it...
Z_Ky4LUYbovGqxYfrBPb-A,4,2019-10-23 19:55:08,"I stopped by Shanghai Tokyo Cafe when visiting College Park and was pleasantly surprised at how tasty it was for an off campus retailer. 

There is an..."
_Myrhw8-KE75cCEsojKXlQ,3,2019-06-06 13:13:33,"This place is located under the University View 2, which makes for a convenient spot to get some comfort chinese food. During my last year @ UMD I stayed..."
vqpqWMzPcaoNv6iYvUHfWw,1,2019-03-06 19:31:44,"YIKES. I ordered some dinner here recently and when I opened the container, the first thing I noticed was a staple in the food! How on earth does that even..."
iibpa-z9vXMx9i-xh0cQZQ,4,2019-03-17 08:50:51,"We had a judo tournament at Dematha yesterday and found this place on Yelp. It didn't look like much from the outside, but the food and friendliness are..."
a8Zb9vbsOePcPjg6buXCvg,3,2018-12-11 22:51:29,The food is good if you're in the area give this place a try  The atmosphere is peaceful as well
FTHdYbgdxc-pk5ZmWux8uQ,5,2019-05-03 10:45:22,"Brooklyn bomber sandwhich really good. good portion size, bread perfectly toasted everytime, good pizza, competitive pricing, friendly and attentive staff...."
XJ1uMiCdup6XekRc4ZuT_w,3,2019-02-10 11:02:39,I've been to the GC in the PA Lancaster suburbs - it was fabulous.  This location was mired in mediocracy  and will ALWAYS be  unless SERIOUS changes are...
A9mvjeOw5Dimc9TQ7G4AOA,2,2019-08-31 19:20:23,The food was good like typical golden corrals. They close at 11 and started closing down parts of the dessert area by 10 and our waitress was pretty much...
D2_tYTkUq2KVdE_v735YRA,4,2018-11-16 17:26:02,"Stop in for breakfast on my road trip back to NYC. This was my first time coming in for breakfast but it won't be the last. 

The breakfast buffet cost..."
ZCNnv8lAr86RxjZ3BWTJXA,5,2019-05-14 07:42:27,"I love ritas, so I love this place =). I also love that they have a parking lot. On a nice sunny day, this is a great place to stop at."
ay08uusu7v-ncBiCHk33MA,1,2018-05-01 09:27:56,"This review is strictly on customer service. If you do not spend your money based on the warmth and positive attitude of the employee's, than this will not..."
y6qKbg0qwYL_YWx3NQ0oLw,2,2019-04-13 13:03:27,Stopped at this location for a treat for my family. There were 2 lines with about 10 people in each. It took an excruciatingly long time for each person to...
Wn1aIBoucHqPsMiFl_ghNw,4,2019-06-04 06:20:41,I've been ordering breakfast and lunch from Orion deli for years. Literally every item that I've tried has been good. My favorite breakfast item is the...
C_f64zVtSDxZWOEq8zXdPw,1,2019-11-06 11:16:16,"The good is good and they are pretty quick but this place is ONLY for take out as they are not kind to those who decide to eat at their restaurant. 

My..."
Kbq9TJLpgR2wLCCOZ75vOg,2,2019-04-26 11:05:09,"Ok, it's been quite some time since I have been to Orion's because I was disappointed in my food my last few visits. I tried again today with my go to..."
LegO6WjV2SZO1lxwoBSzPg,2,2019-05-23 12:09:59,Takes way to love for food and the staff is talking most of the time ... Need to get it together I been here for over 15 mins for a 4 for 4
Rb5Gc2t68fExz3rp6VRzgg,1,2019-11-08 15:00:41,After a long day of work Friday my two friends picked me up from work and we were ready to leave on our epic weekend trip that we had planned for weeks in...
aa9yZpCOvTKt_j1mVu3SRg,1,2019-05-10 21:41:00,"Came at 12:10  on Friday (5/10/19) 
& they closed early . They were supposed to be open til 1am. I'm pissed I waited for 30 mins to be told they closed..."
2pQHpK3NNQ9AiSe7xN7I7Q,5,2019-11-05 21:24:51,This is my first time trying Nando. I heard about Nando from my friends. Too bad they have any locations in the NYC area. I finally got to try them on my...
zkW6jJAUcW7VkAPK8-XE8Q,4,2019-09-17 11:09:26,I usually try to visit local restaurants while I'm visiting a new city but the siren song of Nando's on the same block as my hotel was just too...
OJ0wJr0L3MRyWNxsTFwfdw,5,2019-08-04 07:02:20,The first time I discovered Nando's was in London. That's when I felt in love. They recently have an Eater video about Nando's. It even talks about how a...
ElcNCPtl3seGVJ9yfqCSIQ,3,2014-02-04 08:40:25,"Surprised this place hadn't gotten a review yet....it's the typical fast food sakura place.  You can choose from either chicken, shrimp, or beef.  Overall..."
Pd8BrRaeGcAtbPhh0rpnVQ,4,2019-09-14 15:48:23,Awesome ambience. Great customer service. The food was superb. I would definitely go back.
